"states","years","quarter","district","transaction_count","transaction_amount"
"Telangana",2021,1,"nagarkurnool district","326","134952"
"Telangana",2021,1,"peddapalle district","494","245348"
"Telangana",2021,1,"nirmal district","218","150091"
"Telangana",2021,1,"mahabubabad district","364","180196"
"Telangana",2021,1,"sangareddy district","1250","790111"
"Telangana",2021,1,"wanaparthy district","164","59414"
"Telangana",2021,1,"vikarabad district","250","122209"
"Telangana",2021,1,"jagtial district","415","220693"
"Telangana",2021,1,"yadadri bhuvanagiri district","363","166973"
"Telangana",2021,1,"medak district","289","124967"
"Telangana",2021,1,"mahbubnagar district","385","174800"
"Telangana",2021,1,"jaya shankar bhalupally district","210","86316"
"Telangana",2021,1,"warangal urban district","1333","701830"
"Telangana",2021,1,"rangareddy district","4821","2864273"
"Telangana",2021,1,"hyderabad district","5067","2446647"
"Telangana",2021,1,"suryapet district","524","260363"
"Telangana",2021,1,"jogulamba gadwal district","159","49017"
"Telangana",2021,1,"kamareddy district","417","172478"
"Telangana",2021,1,"mulugu district","145","80147"
"Telangana",2021,1,"medchal malkajgiri district","4375","2393448"
"Telangana",2021,1,"karimnagar district","960","472977"
"Telangana",2021,1,"mancherial district","521","264371"
"Telangana",2021,1,"siddipet district","483","246629"
"Telangana",2021,1,"khammam district","906","460358"
"Telangana",2021,2,"narayanpet district","95","42077"
"Telangana",2021,2,"nalgonda district","834","548380"
"Telangana",2021,2,"jangaon district","172","137871"
"Telangana",2021,2,"bhadradri kothagudem district","639","529480"
"Telangana",2021,2,"warangal rural district","273","153426"
"Telangana",2021,2,"kumuram bheem asifabad district","126","90201"
"Telangana",2021,2,"nizamabad district","760","463775"
"Telangana",2021,2,"adilabad district","203","118691"
"Telangana",2021,2,"rajanna sircilla district","248","152233"
"Telangana",2021,2,"nagarkurnool district","217","172498"
"Telangana",2021,2,"peddapalle district","435","258873"
"Telangana",2021,2,"nirmal district","361","308414"
"Telangana",2021,2,"mahabubabad district","221","132191"
"Telangana",2021,2,"sangareddy district","1264","979882"
"Telangana",2021,2,"wanaparthy district","124","134246"
"Telangana",2021,2,"vikarabad district","176","147059"
"Telangana",2021,2,"jagtial district","378","320580"
"Telangana",2021,2,"yadadri bhuvanagiri district","294","176127"
"Telangana",2021,2,"medak district","177","101561"
"Telangana",2021,2,"mahbubnagar district","335","244463"
"Telangana",2021,2,"jaya shankar bhalupally district","132","94871"
"Telangana",2021,2,"warangal urban district","1267","944761"
"Telangana",2021,2,"rangareddy district","5618","4515303"
"Telangana",2021,2,"hyderabad district","5616","3945773"
"Telangana",2021,2,"suryapet district","513","355356"
"Telangana",2021,2,"jogulamba gadwal district","179","109914"
"Telangana",2021,2,"kamareddy district","345","225336"
"Telangana",2021,2,"mulugu district","85","80917"
"Telangana",2021,2,"medchal malkajgiri district","5094","3743459"
"Telangana",2021,2,"karimnagar district","786","446639"
"Telangana",2021,2,"mancherial district","535","384223"
"Telangana",2021,2,"siddipet district","422","310232"
"Telangana",2021,2,"khammam district","946","566839"
"Telangana",2021,3,"narayanpet district","70","81688"
"Telangana",2021,3,"nalgonda district","822","627098"
"Telangana",2021,3,"jangaon district","167","126594"
"Telangana",2021,3,"bhadradri kothagudem district","538","391835"
"Telangana",2021,3,"warangal rural district","271","221048"
"Telangana",2021,3,"kumuram bheem asifabad district","102","81939"
"Telangana",2021,3,"nizamabad district","545","423866"
"Telangana",2021,3,"adilabad district","218","220848"
"Telangana",2021,3,"rajanna sircilla district","195","122961"
"Telangana",2021,3,"nagarkurnool district","216","147783"
"Telangana",2021,3,"peddapalle district","478","312108"
"Telangana",2021,3,"nirmal district","315","274664"
"Telangana",2021,3,"mahabubabad district","211","140779"
"Telangana",2021,3,"sangareddy district","1257","1064357"
"Telangana",2021,3,"wanaparthy district","151","137536"
"Telangana",2021,3,"vikarabad district","222","161543"
"Telangana",2021,3,"jagtial district","326","318612"
"Telangana",2021,3,"yadadri bhuvanagiri district","398","314804"
"Telangana",2021,3,"medak district","216","150441"
"Telangana",2021,3,"mahbubnagar district","295","239626"
"Telangana",2021,3,"jaya shankar bhalupally district","136","100024"
"Telangana",2021,3,"warangal urban district","1340","967149"
"Telangana",2021,3,"rangareddy district","5064","4209112"
"Telangana",2021,3,"hyderabad district","5201","3813732"
"Telangana",2021,3,"suryapet district","430","280653"
"Telangana",2021,3,"jogulamba gadwal district","119","69084"
"Telangana",2021,3,"kamareddy district","305","211358"
"Telangana",2021,3,"mulugu district","95","75266"
"Telangana",2021,3,"medchal malkajgiri district","4896","3968450"
"Telangana",2021,3,"karimnagar district","760","418556"
"Telangana",2021,3,"mancherial district","539","413727"
"Telangana",2021,3,"siddipet district","400","301496"
"Telangana",2021,3,"khammam district","782","536480"
"Telangana",2021,4,"narayanpet district","83","74848"
"Telangana",2021,4,"nalgonda district","631","888187"
"Telangana",2021,4,"jangaon district","313","351017"
"Telangana",2021,4,"bhadradri kothagudem district","840","953767"
"Telangana",2021,4,"warangal rural district","366","390215"
"Telangana",2021,4,"kumuram bheem asifabad district","180","197254"
"Telangana",2021,4,"nizamabad district","666","714224"
"Telangana",2021,4,"adilabad district","220","195452"
"Telangana",2021,4,"rajanna sircilla district","223","246999"
"Telangana",2021,4,"nagarkurnool district","227","264535"
"Telangana",2021,4,"peddapalle district","666","805934"
"Telangana",2021,4,"nirmal district","328","366030"
"Telangana",2021,4,"mahabubabad district","335","300454"
"Telangana",2021,4,"sangareddy district","1219","1921406"
"Telangana",2021,4,"wanaparthy district","157","126321"
"Telangana",2021,4,"vikarabad district","277","241693"
"Telangana",2021,4,"jagtial district","537","649577"
"Telangana",2021,4,"yadadri bhuvanagiri district","176","276107"
"Telangana",2021,4,"medak district","149","255333"
"Telangana",2021,4,"mahbubnagar district","334","387296"
"Telangana",2021,4,"jaya shankar bhalupally district","171","216354"
"Telangana",2021,4,"warangal urban district","2289","2254395"
"Telangana",2021,4,"rangareddy district","6835","7932450"
"Telangana",2021,4,"hyderabad district","7016","7001072"
"Telangana",2021,4,"suryapet district","402","563471"
"Telangana",2021,4,"jogulamba gadwal district","128","135778"
"Telangana",2021,4,"kamareddy district","305","263050"
"Telangana",2021,4,"mulugu district","105","105497"
"Telangana",2021,4,"medchal malkajgiri district","6553","7341035"
"Telangana",2021,4,"karimnagar district","962","970635"
"Telangana",2021,4,"mancherial district","814","909975"
"Telangana",2021,4,"siddipet district","287","385987"
"Telangana",2021,4,"khammam district","1054","1159144"
"Telangana",2022,1,"narayanpet district","78","127136"
"Telangana",2022,1,"nalgonda district","902","1364965"
"Telangana",2022,1,"jangaon district","251","388422"
"Telangana",2022,1,"bhadradri kothagudem district","809","1305086"
"Telangana",2022,1,"warangal rural district","274","328568"
"Telangana",2022,1,"kumuram bheem asifabad district","155","217297"
"Telangana",2022,1,"nizamabad district","576","741988"
"Telangana",2022,1,"adilabad district","193","313722"
"Telangana",2022,1,"rajanna sircilla district","266","353729"
"Telangana",2022,1,"nagarkurnool district","200","259048"
"Telangana",2022,1,"peddapalle district","689","897453"
"Telangana",2022,1,"nirmal district","341","463435"
"Telangana",2022,1,"mahabubabad district","282","361180"
"Telangana",2022,1,"sangareddy district","1654","2731166"
"Telangana",2022,1,"wanaparthy district","130","161577"
"Telangana",2022,1,"vikarabad district","214","366517"
"Telangana",2022,1,"jagtial district","431","663456"
"Telangana",2022,1,"yadadri bhuvanagiri district","325","573830"
"Telangana",2022,1,"medak district","185","300612"
"Telangana",2022,1,"mahbubnagar district","310","462775"
"Telangana",2022,1,"jaya shankar bhalupally district","167","237123"
"Telangana",2022,1,"warangal urban district","1844","2603848"
"Telangana",2022,1,"rangareddy district","7261","10851640"
"Telangana",2022,1,"hyderabad district","7434","9813417"
"Telangana",2022,1,"suryapet district","457","688118"
"Telangana",2022,1,"jogulamba gadwal district","172","163792"
"Telangana",2022,1,"kamareddy district","312","440040"
"Telangana",2022,1,"mulugu district","98","152257"
"Telangana",2022,1,"medchal malkajgiri district","7300","10383529"
"Telangana",2022,1,"karimnagar district","949","1122703"
"Telangana",2022,1,"mancherial district","860","1294290"
"Telangana",2022,1,"siddipet district","345","490257"
"Telangana",2022,1,"khammam district","861","1319040"
"Telangana",2022,2,"narayanpet district","120","154731"
"Telangana",2022,2,"nalgonda district","1156","1581874"
"Telangana",2022,2,"jangaon district","244","356782"
"Telangana",2022,2,"bhadradri kothagudem district","1097","1306578"
"Telangana",2022,2,"warangal rural district","267","372810"
"Telangana",2022,2,"kumuram bheem asifabad district","154","190179"
"Telangana",2022,2,"nizamabad district","657","885412"
"Telangana",2022,2,"adilabad district","222","337731"
"Telangana",2022,2,"rajanna sircilla district","290","388788"
"Telangana",2022,2,"nagarkurnool district","222","278135"
"Telangana",2022,2,"peddapalle district","672","887190"
"Telangana",2022,2,"nirmal district","410","486392"
"Telangana",2022,2,"mahabubabad district","258","306058"
"Telangana",2022,2,"sangareddy district","2309","2962591"
"Telangana",2022,2,"wanaparthy district","117","132278"
"Telangana",2022,2,"vikarabad district","232","448438"
"Telangana",2022,2,"jagtial district","487","652747"
"Telangana",2022,2,"yadadri bhuvanagiri district","411","605090"
"Telangana",2022,2,"medak district","345","520585"
"Telangana",2022,2,"mahbubnagar district","356","547272"
"Telangana",2022,2,"jaya shankar bhalupally district","177","289275"
"Telangana",2022,2,"warangal urban district","2042","2140645"
"Telangana",2022,2,"rangareddy district","10065","13653367"
"Telangana",2022,2,"hyderabad district","9542","11365866"
"Telangana",2022,2,"suryapet district","633","770066"
"Telangana",2022,2,"jogulamba gadwal district","207","154989"
"Telangana",2022,2,"kamareddy district","406","473238"
"Telangana",2022,2,"mulugu district","87","118215"
"Telangana",2022,2,"medchal malkajgiri district","8919","11248856"
"Telangana",2022,2,"karimnagar district","1191","1432900"
"Telangana",2022,2,"mancherial district","774","1007355"
"Telangana",2022,2,"siddipet district","501","745153"
"Telangana",2022,2,"khammam district","1030","1255370"
"Telangana",2022,3,"narayanpet district","106","143266"
"Telangana",2022,3,"nalgonda district","1410","1593165"
"Telangana",2022,3,"jangaon district","272","350492"
"Telangana",2022,3,"bhadradri kothagudem district","1180","1626914"
"Telangana",2022,3,"warangal rural district","341","417219"
"Telangana",2022,3,"kumuram bheem asifabad district","201","268240"
"Telangana",2022,3,"nizamabad district","674","891645"
"Telangana",2022,3,"adilabad district","305","334983"
"Telangana",2022,3,"rajanna sircilla district","216","308972"
"Telangana",2022,3,"nagarkurnool district","267","334468"
"Telangana",2022,3,"peddapalle district","897","1031748"
"Telangana",2022,3,"nirmal district","370","453892"
"Telangana",2022,3,"mahabubabad district","282","388652"
"Telangana",2022,3,"sangareddy district","2789","3682903"
"Telangana",2022,3,"wanaparthy district","196","218305"
"Telangana",2022,3,"vikarabad district","277","454769"
"Telangana",2022,3,"jagtial district","524","661617"
"Telangana",2022,3,"yadadri bhuvanagiri district","470","677654"
"Telangana",2022,3,"medak district","393","551147"
"Telangana",2022,3,"mahbubnagar district","385","597948"
"Telangana",2022,3,"jaya shankar bhalupally district","176","249083"
"Telangana",2022,3,"warangal urban district","2301","2550693"
"Telangana",2022,3,"rangareddy district","11801","15523643"
"Telangana",2022,3,"hyderabad district","10560","12374531"
"Telangana",2022,3,"suryapet district","698","879300"
"Telangana",2022,3,"jogulamba gadwal district","265","235858"
"Telangana",2022,3,"kamareddy district","342","424333"
"Telangana",2022,3,"mulugu district","135","145096"
"Telangana",2022,3,"medchal malkajgiri district","10158","12806190"
"Telangana",2022,3,"karimnagar district","1050","1412025"
"Telangana",2022,3,"mancherial district","830","994458"
"Telangana",2022,3,"siddipet district","498","826154"
"Telangana",2022,3,"khammam district","1096","1388763"
"Telangana",2022,4,"narayanpet district","101","163994"
"Telangana",2022,4,"nalgonda district","1431","1845429"
"Telangana",2022,4,"jangaon district","396","538286"
"Telangana",2022,4,"bhadradri kothagudem district","1592","2285868"
"Telangana",2022,4,"warangal rural district","461","563364"
"Telangana",2022,4,"kumuram bheem asifabad district","308","433157"
"Telangana",2022,4,"nizamabad district","952","1334576"
"Telangana",2022,4,"adilabad district","360","428263"
"Telangana",2022,4,"rajanna sircilla district","364","431074"
"Telangana",2022,4,"nagarkurnool district","343","501913"
"Telangana",2022,4,"peddapalle district","1399","1878146"
"Telangana",2022,4,"nirmal district","500","728986"
"Telangana",2022,4,"mahabubabad district","349","443660"
"Telangana",2022,4,"sangareddy district","3439","4978596"
"Telangana",2022,4,"wanaparthy district","162","143898"
"Telangana",2022,4,"vikarabad district","297","524287"
"Telangana",2022,4,"jagtial district","655","932846"
"Telangana",2022,4,"yadadri bhuvanagiri district","526","854500"
"Telangana",2022,4,"medak district","402","499547"
"Telangana",2022,4,"mahbubnagar district","522","794303"
"Telangana",2022,4,"jaya shankar bhalupally district","208","363319"
"Telangana",2022,4,"warangal urban district","3013","3748304"
"Telangana",2022,4,"rangareddy district","15005","21565381"
"Telangana",2022,4,"hyderabad district","12819","15945642"
"Telangana",2022,4,"suryapet district","839","1165725"
"Telangana",2022,4,"jogulamba gadwal district","194","273435"
"Telangana",2022,4,"kamareddy district","465","499662"
"Telangana",2022,4,"mulugu district","132","202784"
"Telangana",2022,4,"medchal malkajgiri district","12852","17986714"
"Telangana",2022,4,"karimnagar district","1283","1902354"
"Telangana",2022,4,"mancherial district","1257","1638180"
"Telangana",2022,4,"siddipet district","681","1040086"
"Telangana",2022,4,"khammam district","1348","1907848"
"Telangana",2023,1,"narayanpet district","71","112389"
"Telangana",2023,1,"nalgonda district","1236","1952099"
"Telangana",2023,1,"jangaon district","296","462395"
"Telangana",2023,1,"bhadradri kothagudem district","1128","1801388"
"Telangana",2023,1,"warangal rural district","339","538687"
"Telangana",2023,1,"kumuram bheem asifabad district","235","369621"
"Telangana",2023,1,"nizamabad district","607","937537"
"Telangana",2023,1,"adilabad district","258","428973"
"Telangana",2023,1,"rajanna sircilla district","317","472145"
"Telangana",2023,1,"nagarkurnool district","173","293037"
"Telangana",2023,1,"peddapalle district","1068","1657846"
"Telangana",2023,1,"nirmal district","399","597090"
"Telangana",2023,1,"mahabubabad district","262","381506"
"Telangana",2023,1,"sangareddy district","3015","4745090"
"Telangana",2023,1,"wanaparthy district","132","204850"
"Telangana",2023,1,"vikarabad district","225","486971"
"Telangana",2023,1,"jagtial district","575","828229"
"Telangana",2023,1,"yadadri bhuvanagiri district","466","809460"
"Telangana",2023,1,"medak district","285","547411"
"Telangana",2023,1,"mahbubnagar district","456","832789"
"Telangana",2023,1,"jaya shankar bhalupally district","176","371219"
"Telangana",2023,1,"warangal urban district","2312","3203776"
"Telangana",2023,1,"rangareddy district","13622","21152107"
"Telangana",2023,1,"hyderabad district","10418","14820277"
"Telangana",2023,1,"suryapet district","726","1270631"
"Telangana",2023,1,"jogulamba gadwal district","144","193475"
"Telangana",2023,1,"kamareddy district","400","565145"
"Telangana",2023,1,"mulugu district","103","195190"
"Telangana",2023,1,"medchal malkajgiri district","11454","16935012"
"Telangana",2023,1,"karimnagar district","1139","1741178"
"Telangana",2023,1,"mancherial district","889","1290899"
"Telangana",2023,1,"siddipet district","490","764713"
"Telangana",2023,1,"khammam district","1092","1715072"
"Telangana",2023,2,"narayanpet district","91","141772"
"Telangana",2023,2,"nalgonda district","1238","1675694"
